Churn,Senior Citizen,Married,Dependents,Monthly Charge,Satisfaction Score,Number of Referrals,Premium Features,Paperless Billing,Contract Month to Month,Contract One Year,Contract Two Year Plus
0,0,0,0,71.1,5,0,0,1,1,0,0
0,0,1,0,54.1,3,7,0,1,0,0,1
0,0,0,0,19.65,5,0,0,0,0,0,1
0,0,1,0,80.4,3,2,1,0,0,0,1
0,0,1,1,19.25,4,2,0,1,0,0,1
0,0,1,1,84.8,3,1,0,1,1,0,0
0,0,0,1,19.5,5,0,0,0,0,0,1
0,0,0,0,68.6,4,0,1,1,0,1,0
0,0,1,0,92.6,4,10,0,0,1,0,0
0,0,1,0,100.55,3,7,0,1,0,1,0
0,0,0,0,20.55,3,0,0,0,1,0,0
0,0,1,0,19.6,3,5,0,1,1,0,0
0,0,0,0,67.45,3,0,1,0,0,1,0
0,0,0,0,43.55,5,0,0,0,1,0,0
0,0,0,0,109.85,5,0,1,1,1,0,0
0,0,1,1,20.65,3,7,0,0,1,0,0
0,0,0,0,95.4,3,0,0,0,1,0,0
0,0,1,1,21.0,5,3,0,0,0,0,1
0,0,0,0,56.2,5,0,0,1,1,0,0
0,0,1,0,18.4,4,9,0,0,0,0,1
0,0,1,1,25.75,5,5,0,1,1,0,0
0,0,0,0,19.6,4,0,0,0,1,0,0
0,0,1,1,19.8,5,7,0,0,0,0,1
0,0,1,0,75.75,4,4,1,1,0,0,1
0,0,1,0,78.95,5,10,1,1,0,0,1
0,0,1,1,50.3,3,8,0,0,1,0,0
0,0,1,1,80.3,4,9,0,1,1,0,0
0,0,0,0,19.85,5,0,0,0,0,0,1
0,0,0,0,21.1,5,0,0,1,0,0,1
0,0,1,0,50.0,4,10,0,1,1,0,0
0,0,0,0,104.75,5,0,0,1,0,0,1
0,0,0,0,19.85,4,0,0,0,0,0,1
0,0,1,1,85.9,3,0,1,0,1,0,0
0,0,0,0,25.25,4,0,0,0,0,0,1
0,0,1,0,80.55,4,9,1,0,0,0,1
0,0,1,1,81.5,5,7,1,1,1,0,0
0,0,0,0,20.9,3,0,0,0,1,0,0
0,0,0,0,67.25,3,0,1,1,1,0,0
0,0,0,0,20.35,3,0,0,0,1,0,0
0,0,0,0,45.05,3,0,1,0,0,1,0
0,0,1,1,34.65,3,8,1,0,1,0,0
0,0,0,0,81.55,3,0,0,1,1,0,0
0,0,1,0,75.4,3,7,0,1,0,0,1
0,0,1,0,67.8,5,6,0,1,1,0,0
0,0,1,1,46.3,5,7,0,0,1,0,0
0,0,1,1,20.4,4,1,0,0,0,0,1
0,0,0,1,20.05,3,0,0,0,1,0,0
0,0,1,1,96.1,3,1,0,1,0,1,0
0,0,0,0,19.65,5,0,0,0,0,1,0
0,0,0,0,36.0,4,0,1,1,1,0,0
0,0,1,0,65.2,3,1,0,0,0,1,0
0,0,1,1,48.95,3,1,0,1,1,0,0
0,0,1,0,80.45,3,1,1,0,0,1,0
0,0,1,1,109.05,4,1,1,1,0,0,1
0,0,1,1,26.3,3,1,0,0,0,0,1
0,0,1,1,19.35,4,0,0,0,0,0,1
0,0,0,0,21.1,3,0,0,0,1,0,0
0,0,1,1,18.85,4,1,0,0,1,0,0
0,0,0,1,26.0,3,0,0,0,0,0,1
0,0,1,0,70.35,3,1,0,1,1,0,0
0,0,1,0,96.9,4,1,0,1,0,0,1
0,0,1,0,19.55,4,1,0,0,0,0,1
0,0,1,0,80.4,5,4,1,1,0,0,1
0,0,1,0,94.65,4,1,0,1,0,1,0
0,0,1,1,95.75,4,9,0,0,0,1,0
0,0,0,0,19.55,5,0,0,1,0,0,1
0,0,0,0,20.1,4,0,0,1,0,1,0
0,0,1,0,111.55,4,2,1,1,0,1,0
0,0,1,0,60.5,3,5,1,0,0,0,1
0,0,1,0,90.95,3,6,1,1,0,0,1
0,0,0,0,19.7,3,0,0,0,1,0,0
0,0,1,0,50.95,3,10,1,1,0,0,1
0,0,1,0,20.05,5,3,0,1,0,1,0
0,0,1,1,19.4,3,8,0,1,0,0,1
0,0,0,0,59.45,4,0,1,0,1,0,0
0,0,0,0,81.5,4,0,1,1,0,0,1
0,0,1,1,29.05,4,4,1,0,1,0,0
0,0,1,0,70.6,3,6,1,0,0,1,0
0,0,0,0,97.2,5,0,0,1,0,0,1
0,0,0,0,59.2,3,0,1,0,1,0,0
0,0,0,0,75.9,4,0,0,1,1,0,0
0,0,1,0,70.95,3,4,0,0,0,0,1
0,0,0,0,43.8,5,0,0,0,1,0,0
0,0,1,0,59.0,3,1,0,0,0,0,1
0,0,0,0,69.95,5,0,0,1,0,1,0
0,0,0,0,24.35,5,0,0,0,0,1,0
0,0,0,0,29.45,3,0,1,0,0,1,0
0,0,1,1,84.4,5,3,0,1,0,0,1
0,0,1,0,20.65,4,2,0,0,0,1,0
0,0,1,0,87.1,3,5,1,1,0,0,1
0,0,1,0,19.85,4,0,0,0,1,0,0
0,0,1,0,90.35,3,4,1,1,1,0,0
0,0,1,0,65.5,3,6,1,0,0,1,0
0,0,0,0,56.15,3,0,1,1,1,0,0
0,0,1,0,34.4,3,1,0,0,1,0,0
0,0,1,0,20.75,5,9,0,0,0,0,1
0,0,1,0,18.8,3,9,0,0,0,1,0
0,0,0,0,90.8,3,0,0,0,1,0,0
0,0,0,0,25.6,4,0,0,1,1,0,0
0,0,1,0,70.8,4,1,1,0,0,0,1
0,0,1,0,25.4,3,1,0,0,1,0,0
0,0,0,0,76.85,5,0,0,1,1,0,0
0,0,0,0,20.25,5,0,0,0,0,0,1
0,0,0,0,24.8,4,0,0,1,0,1,0
0,0,0,0,115.65,3,0,1,1,1,0,0
0,0,0,0,74.6,5,0,0,1,1,0,0
0,0,1,1,103.15,4,7,0,1,0,1,0
0,0,1,0,72.1,3,5,1,0,0,0,1
0,0,1,1,25.1,5,4,0,0,0,0,1
0,0,0,0,80.15,3,0,0,1,1,0,0
0,0,1,1,25.4,3,8,0,0,0,0,1
0,0,1,0,24.45,3,7,0,1,0,1,0
0,0,1,0,25.0,4,7,0,0,0,0,1
0,0,1,0,85.25,3,9,0,1,0,0,1
0,0,1,1,19.6,5,10,0,0,0,0,1
0,0,0,1,50.15,3,0,0,0,1,0,0
0,0,1,0,26.4,4,5,0,0,0,1,0
0,0,0,0,20.15,5,0,0,0,0,0,1
0,0,1,1,58.85,3,9,0,0,1,0,0
0,0,1,1,97.55,4,8,0,1,1,0,0
0,0,1,1,19.65,5,7,0,0,0,0,1
0,0,1,0,25.25,3,8,0,1,0,1,0
0,0,1,0,114.45,4,5,1,0,0,0,1
0,0,1,0,70.7,3,3,1,1,0,1,0
0,0,1,0,75.55,4,7,1,0,0,0,1
0,0,1,1,84.8,3,9,1,1,0,0,1
0,0,0,0,20.65,4,0,0,1,0,1,0
0,0,0,0,20.45,4,0,0,0,0,0,1
0,0,0,0,35.65,4,0,1,1,1,0,0
0,0,0,0,97.65,3,0,1,1,0,0,1
0,0,0,0,82.75,4,0,1,1,1,0,0
0,0,1,0,24.4,5,1,0,1,0,0,1
0,0,0,0,55.25,4,0,0,1,0,1,0
0,0,1,0,61.35,3,3,1,0,1,0,0
0,0,0,0,76.75,4,0,0,0,0,1,0
0,0,1,1,19.4,4,9,0,0,0,0,1
0,0,0,0,54.75,5,0,0,1,1,0,0
0,0,1,0,19.7,3,10,0,0,0,0,1
0,0,0,0,19.9,4,0,0,0,0,1,0
0,0,0,0,107.95,3,0,1,1,1,0,0
0,0,0,0,56.4,4,0,0,1,0,1,0
0,0,1,1,20.1,4,4,0,0,0,0,1
0,0,1,0,94.9,5,5,0,0,1,0,0
0,0,1,0,49.9,4,4,0,0,1,0,0
0,0,0,0,71.05,4,0,1,1,1,0,0
0,0,0,0,81.65,3,0,1,0,0,0,1
0,0,1,0,89.45,3,5,0,0,0,1,0
0,0,0,0,19.05,4,0,0,0,1,0,0
0,0,1,1,114.45,3,0,1,0,0,0,1
0,0,1,0,44.25,5,4,0,1,1,0,0
0,0,1,0,90.55,5,6,1,1,0,1,0
0,0,1,1,20.4,3,2,0,1,1,0,0
0,0,0,0,71.4,5,0,0,1,1,0,0
0,0,1,0,24.85,4,9,0,0,0,0,1
0,0,1,0,104.45,3,2,0,1,0,1,0
0,0,1,1,19.8,3,2,0,1,0,0,1
0,0,0,0,116.45,4,0,1,1,0,0,1
0,0,1,0,20.05,5,1,0,0,0,0,1
0,0,0,0,89.7,4,0,1,1,0,0,1
0,0,1,0,48.7,3,10,0,0,0,1,0
0,0,0,0,74.3,4,0,0,1,0,1,0
0,0,0,0,54.3,3,0,1,1,1,0,0
0,0,1,1,79.95,3,2,1,1,0,0,1
0,0,0,0,20.05,4,0,0,0,0,0,1
0,0,0,0,19.4,3,0,0,0,1,0,0
0,0,1,0,54.9,4,4,0,0,0,1,0
0,0,0,0,24.45,4,0,0,1,0,0,1
0,0,1,1,89.65,3,4,0,1,1,0,0
0,0,0,0,45.4,3,0,0,1,1,0,0
0,0,1,0,75.7,3,3,1,0,0,0,1
0,0,1,0,110.65,3,8,0,1,0,1,0
0,0,1,0,20.55,4,10,0,1,0,1,0
0,0,1,0,115.15,3,7,1,1,0,0,1
0,0,0,0,58.55,3,0,0,0,0,1,0
0,0,1,0,93.25,4,8,0,1,1,0,0
0,0,1,1,19.35,4,10,0,1,0,0,1
0,0,1,1,48.75,4,10,0,1,1,0,0
0,0,0,0,54.9,3,0,1,1,1,0,0
0,0,1,1,24.75,4,3,0,0,0,0,1
0,0,0,0,91.15,3,0,0,1,1,0,0
0,0,1,0,92.2,3,4,1,1,0,0,1
0,0,1,0,19.6,4,10,0,1,0,0,1
0,0,1,0,30.4,4,9,0,0,1,0,0
0,0,1,0,61.5,3,8,0,1,0,1,0
0,0,1,1,69.4,3,10,0,1,1,0,0
0,0,1,1,24.75,3,1,0,0,0,0,1
0,0,1,0,91.05,3,3,1,0,0,0,1
0,0,1,0,73.65,5,5,1,1,1,0,0
0,0,0,0,19.4,3,0,0,0,0,0,1
0,0,0,0,26.2,3,0,0,0,0,1,0
0,0,0,0,43.85,4,0,0,1,1,0,0
0,0,0,0,69.7,3,0,0,1,1,0,0
0,0,1,0,38.55,4,5,0,0,0,0,1
0,0,0,0,53.1,3,0,1,1,0,0,1
0,0,1,1,20.65,3,7,0,0,1,0,0
0,0,1,0,64.45,3,1,0,0,0,0,1
0,0,1,1,25.1,3,9,0,0,0,0,1
0,0,1,1,95.15,3,3,1,1,0,1,0
0,0,1,0,96.65,5,1,0,1,0,1,0
0,0,0,0,75.5,5,0,1,1,1,0,0
0,0,1,1,19.7,4,7,0,0,0,0,1
0,0,1,0,20.5,4,6,0,0,0,0,1
0,0,0,0,19.2,3,0,0,0,1,0,0
0,0,1,1,74.35,5,9,0,0,1,0,0
0,0,1,0,51.35,3,10,1,0,0,0,1
0,0,1,0,45.65,4,9,0,0,1,0,0
0,0,1,1,20.3,3,9,0,0,0,0,1
0,0,0,0,54.2,5,0,0,1,1,0,0
0,0,1,0,90.65,5,1,0,1,1,0,0
0,0,1,1,50.9,3,10,0,1,1,0,0
0,0,0,0,25.05,5,0,0,0,0,1,0
0,0,0,0,74.85,4,0,0,1,1,0,0
0,0,0,1,20.5,4,0,0,0,0,0,1
0,0,0,0,47.95,4,0,0,0,1,0,0
0,0,1,0,45.0,5,7,0,1,1,0,0
0,0,0,0,25.3,3,0,0,1,0,0,1
0,0,1,0,24.3,5,7,0,0,0,1,0
0,0,0,0,75.95,4,0,0,1,1,0,0
0,0,1,1,19.7,3,5,0,0,0,0,1
0,0,1,0,66.4,3,3,0,0,0,1,0
0,0,0,0,35.75,5,0,0,1,0,1,0
0,0,0,0,18.8,3,0,0,0,0,1,0
0,0,1,1,19.4,5,8,0,0,0,0,1
0,0,0,0,19.3,5,0,0,0,0,1,0
0,0,1,1,20.1,5,4,0,1,0,0,1
0,0,1,0,58.9,4,5,1,0,0,0,1
0,0,1,1,19.45,4,6,0,0,0,0,1
0,0,1,0,25.1,4,4,0,0,0,1,0
0,0,1,1,104.4,4,4,1,1,0,1,0
0,0,0,0,44.05,5,0,0,1,1,0,0
0,0,1,1,24.1,4,0,0,0,0,0,1
0,0,0,0,45.55,4,0,0,1,1,0,0
0,0,1,1,93.8,3,9,0,1,1,0,0
0,0,1,1,19.7,3,1,0,0,0,0,1
0,0,1,0,70.65,3,6,0,1,0,0,1
0,0,1,0,86.45,4,6,1,0,0,0,1
0,0,1,0,114.1,3,6,1,1,0,0,1
0,0,1,0,95.2,5,1,0,1,0,1,0
0,0,0,0,88.55,4,0,1,0,0,0,1
0,0,0,0,20.75,5,0,0,1,1,0,0
0,0,0,0,44.65,4,0,0,1,1,0,0
0,0,1,1,60.2,3,9,0,1,1,0,0
0,0,0,0,55.45,3,0,0,0,0,1,0
0,0,1,1,70.3,3,6,1,1,1,0,0
0,0,1,0,60.4,3,1,1,1,0,0,1
0,0,0,0,55.8,3,0,0,0,0,1,0
0,0,0,0,31.1,5,0,0,1,1,0,0
0,0,0,1,69.1,4,0,0,1,1,0,0
0,0,1,0,43.95,3,1,0,1,1,0,0
0,0,0,0,86.5,4,0,1,1,0,0,1
0,0,0,0,69.95,3,0,1,0,1,0,0
0,0,0,0,90.95,5,0,0,1,1,0,0
0,0,1,1,19.9,4,1,0,0,0,0,1
0,0,0,0,20.15,5,0,0,0,0,1,0
0,0,1,0,90.6,3,1,1,1,0,0,1
0,0,0,0,92.0,3,0,0,1,1,0,0
0,0,0,0,24.85,3,0,0,1,0,1,0
0,0,0,0,36.0,3,0,1,0,0,1,0
0,0,0,0,78.5,4,0,1,1,1,0,0
0,0,0,0,19.95,4,0,0,0,0,0,1
0,0,1,0,20.65,5,1,0,0,0,1,0
0,0,1,1,30.5,3,1,0,1,1,0,0
0,0,1,1,106.1,4,1,1,0,0,0,1
0,0,1,0,20.5,3,1,0,1,0,1,0
0,0,0,0,95.5,5,0,0,1,0,1,0
0,0,0,0,64.6,5,0,1,0,1,0,0
0,0,0,0,51.1,5,0,1,1,1,0,0
0,0,0,0,54.95,3,0,1,0,1,0,0
0,0,1,0,20.45,4,1,0,1,1,0,0
0,0,1,0,85.95,5,10,1,1,0,0,1
0,0,1,1,60.35,4,1,0,0,1,0,0
0,0,1,1,19.8,3,0,0,0,0,0,1
0,0,1,0,72.1,5,9,1,1,0,0,1
0,0,1,1,81.05,5,1,0,1,1,0,0
0,0,0,0,20.5,5,0,0,1,1,0,0
0,0,1,0,111.8,3,3,1,1,0,1,0
0,0,0,0,20.2,3,0,0,0,1,0,0
0,0,0,0,19.7,4,0,0,1,0,1,0
0,0,0,0,19.85,5,0,0,1,0,1,0
0,0,1,0,60.5,3,4,1,1,0,1,0
0,0,1,1,19.55,4,1,0,0,0,0,1
0,0,0,0,20.9,5,0,0,0,1,0,0
0,0,0,1,21.05,3,0,0,1,1,0,0
0,0,0,0,71.5,3,0,1,0,0,1,0
0,0,0,0,54.65,5,0,0,0,1,0,0
0,0,0,0,19.2,4,0,0,0,0,0,1
0,0,0,0,49.8,4,0,0,1,1,0,0
0,0,1,1,20.5,4,8,0,0,0,0,1
0,0,1,1,90.4,5,10,0,1,1,0,0
0,0,0,0,90.25,3,0,1,1,0,1,0
0,0,1,1,104.6,3,10,1,0,0,0,1
0,0,1,0,50.2,3,6,0,0,1,0,0
0,0,1,1,95.5,3,5,1,1,1,0,0
0,0,1,1,95.4,5,6,0,1,1,0,0
0,0,0,0,101.3,3,0,0,1,0,0,1
0,0,1,0,53.1,3,1,0,0,1,0,0
0,0,0,0,84.85,4,0,0,1,1,0,0
0,0,1,1,34.25,5,9,1,0,1,0,0
0,0,1,1,88.6,3,6,1,0,1,0,0
0,0,0,0,60.15,3,0,0,1,0,1,0
0,0,0,0,99.95,3,0,0,1,0,1,0
0,0,0,0,70.7,5,0,0,0,1,0,0
0,0,0,0,54.8,4,0,0,1,0,1,0
0,0,0,0,100.3,4,0,0,1,0,1,0
0,0,0,0,53.6,3,0,0,0,0,0,1
0,0,0,0,19.35,5,0,0,1,0,1,0
0,0,1,1,85.6,3,10,0,0,1,0,0
0,0,1,0,80.8,5,8,1,1,0,0,1
0,0,0,0,19.6,4,0,0,0,0,0,1
0,0,0,0,69.75,3,0,1,0,0,0,1
0,0,1,1,20.0,4,9,0,1,0,0,1
0,0,0,0,95.25,3,0,0,1,1,0,0
0,0,0,1,19.95,5,0,0,0,1,0,0
0,0,1,0,80.85,3,3,1,0,0,1,0
0,0,1,1,93.3,5,0,1,1,0,0,1
0,0,1,0,46.35,4,7,1,1,0,0,1
0,0,1,0,78.75,3,3,0,0,0,1,0
0,0,0,0,83.55,5,0,0,1,1,0,0
0,0,0,0,19.6,5,0,0,0,0,1,0
0,0,1,0,67.85,3,5,1,0,0,0,1
0,0,1,1,105.65,5,8,1,1,0,0,1
0,0,0,0,20.15,4,0,0,0,1,0,0
0,0,0,0,45.2,4,0,1,0,0,0,1
0,0,1,0,79.25,3,8,1,1,0,0,1
0,0,1,1,85.7,5,5,1,0,1,0,0
0,0,0,0,20.1,3,0,0,0,0,1,0
0,0,1,1,61.8,3,8,1,0,1,0,0
0,0,1,1,49.9,5,6,0,0,1,0,0
0,0,1,0,20.4,5,8,0,0,0,0,1
0,0,1,0,75.4,5,9,0,1,0,1,0
0,0,1,1,108.15,4,2,1,0,0,0,1
0,0,0,0,86.25,5,0,0,1,1,0,0
0,0,0,0,95.7,5,0,0,0,0,1,0
0,0,1,1,116.85,3,1,1,1,0,0,1
0,0,1,0,20.15,3,1,0,0,0,1,0
0,0,0,0,19.6,3,0,0,0,0,0,1
0,0,0,1,60.95,4,0,0,0,1,0,0
0,0,1,1,25.05,5,3,0,0,1,0,0
0,0,1,0,60.3,3,8,0,1,0,1,0
0,0,0,1,63.95,3,0,0,1,1,0,0
0,0,1,0,90.55,4,2,1,0,0,0,1
0,0,0,0,19.45,5,0,0,0,0,0,1
0,0,0,0,19.5,5,0,0,0,0,1,0
0,0,0,0,110.5,4,0,1,1,0,0,1
0,0,0,1,24.7,5,0,0,0,1,0,0
0,0,0,0,77.4,4,0,0,1,1,0,0
0,0,1,0,85.4,5,6,0,1,1,0,0
0,0,1,0,47.6,3,1,1,1,0,0,1
0,0,1,1,19.4,5,0,0,0,0,0,1
0,0,0,0,103.85,5,0,1,1,1,0,0
0,0,0,0,108.45,3,0,1,1,1,0,0
0,0,0,0,81.0,3,0,0,0,1,0,0
0,0,0,0,86.65,3,0,1,0,0,0,1
0,0,1,1,92.95,4,1,0,1,1,0,0
0,0,1,0,90.35,4,1,1,0,0,0,1
0,0,0,0,25.15,5,0,0,1,0,0,1
0,0,1,0,76.4,3,1,1,1,0,1,0
0,0,1,0,19.55,3,1,0,0,0,1,0
0,0,0,0,85.35,5,0,0,0,1,0,0
0,0,1,1,24.8,3,1,0,1,0,0,1
0,0,0,0,100.75,3,0,1,0,1,0,0
0,0,1,1,94.1,4,1,1,0,0,0,1
0,0,0,0,19.35,3,0,0,0,0,1,0
0,0,0,0,19.9,3,0,0,0,1,0,0
0,0,0,0,59.1,4,0,1,0,0,1,0
0,0,1,0,55.85,3,1,0,1,0,1,0
0,0,1,1,106.05,4,1,0,1,1,0,0
0,0,1,1,75.3,5,6,0,1,1,0,0
0,0,0,1,24.7,4,0,0,0,1,0,0
0,0,0,0,55.8,3,0,0,0,0,1,0
0,0,0,0,39.7,3,0,1,0,0,0,1
0,0,1,1,29.5,4,6,1,1,1,0,0
0,0,0,1,20.15,3,0,0,0,0,0,1
0,0,1,0,79.55,3,3,1,0,0,0,1
0,0,0,1,24.8,3,0,0,0,1,0,0
0,0,0,0,19.65,3,0,0,0,1,0,0
0,0,0,0,94.05,4,0,0,1,1,0,0
0,0,0,0,90.75,3,0,0,0,1,0,0
0,0,1,0,78.85,4,10,1,1,1,0,0
0,0,1,0,99.5,4,10,0,0,0,1,0
0,0,0,1,80.55,5,0,0,1,1,0,0
0,0,1,0,59.45,4,5,0,0,0,1,0
0,0,1,0,93.35,4,5,0,1,1,0,0
0,0,0,0,44.95,5,0,0,0,1,0,0
0,0,0,0,26.1,3,0,0,0,0,0,1
0,0,0,0,20.2,5,0,0,0,1,0,0
0,0,1,1,21.25,3,6,0,0,0,0,1
0,0,0,0,59.4,3,0,1,0,0,1,0
0,0,1,1,95.0,4,6,0,1,0,1,0
0,0,0,0,61.9,4,0,1,1,1,0,0
0,0,0,0,118.65,3,0,1,1,0,0,1
0,0,1,0,64.45,4,0,1,0,0,0,1
0,0,1,1,80.15,5,5,0,1,1,0,0
0,0,1,0,20.2,3,6,0,1,0,1,0
0,0,1,1,21.0,3,8,0,0,0,0,1
0,0,0,0,20.45,4,0,0,0,1,0,0
0,0,0,0,75.85,4,0,1,1,0,1,0
0,0,0,0,80.45,4,0,0,1,1,0,0
0,0,1,0,75.5,3,5,0,1,0,0,1
0,0,0,0,44.45,3,0,0,0,1,0,0
0,0,1,1,74.55,3,4,0,1,1,0,0
0,0,1,0,48.15,4,10,1,0,0,0,1
0,0,1,0,19.65,5,2,0,0,0,1,0
0,0,0,0,20.15,4,0,0,0,1,0,0
0,0,0,0,106.6,4,0,0,1,1,0,0
0,0,0,1,91.0,4,0,0,1,1,0,0
0,0,1,1,25.4,3,8,0,1,0,0,1
0,0,1,0,69.95,4,3,1,0,0,0,1
0,0,0,0,66.85,4,0,0,1,1,0,0
0,0,1,1,20.15,4,4,0,0,1,0,0
0,0,0,0,64.85,3,0,0,0,0,1,0
0,0,0,0,50.5,4,0,1,1,1,0,0
0,0,0,0,72.9,3,0,0,0,1,0,0
0,0,0,0,115.05,4,0,1,1,0,1,0
0,0,0,0,19.0,5,0,0,0,1,0,0
0,0,0,1,19.55,4,0,0,0,1,0,0
0,0,0,0,101.1,4,0,0,1,0,1,0
0,0,0,0,84.1,4,0,0,1,1,0,0
0,0,0,0,24.15,4,0,0,1,0,0,1
0,0,0,0,50.1,4,0,0,1,1,0,0
0,0,1,0,74.6,5,7,0,1,1,0,0
0,0,0,1,19.75,3,0,0,0,0,0,1
0,0,1,0,106.8,3,3,0,1,0,1,0
0,0,1,0,84.5,3,2,1,1,0,0,1
0,0,0,0,25.05,5,0,0,0,0,0,1
0,0,1,0,83.7,3,9,1,1,0,0,1
0,0,1,0,96.6,5,10,0,0,1,0,0
0,0,1,1,101.1,3,10,1,1,0,0,1
0,0,0,0,20.2,5,0,0,0,0,1,0
0,0,1,0,81.0,4,6,1,0,0,0,1
0,0,0,0,60.25,4,0,1,1,0,1,0
0,0,0,0,60.85,5,0,0,0,1,0,0
0,0,0,0,43.95,5,0,0,0,1,0,0
0,0,0,0,86.05,5,0,0,0,1,0,0
0,0,0,0,20.25,4,0,0,0,0,1,0
0,0,1,1,19.4,5,6,0,1,0,0,1
0,0,1,0,19.9,3,8,0,0,0,0,1
0,0,0,0,19.55,4,0,0,0,0,1,0
0,0,1,0,84.15,3,9,1,1,0,1,0
0,0,1,1,103.2,3,3,1,1,0,0,1
0,0,0,0,50.2,4,0,1,1,1,0,0
0,0,1,1,19.95,5,9,0,0,0,0,1
0,0,1,0,116.25,3,4,1,1,0,0,1
0,0,0,0,31.2,5,0,1,1,1,0,0
0,0,1,1,24.45,5,1,0,0,0,0,1
0,0,1,0,84.2,4,4,1,0,0,0,1
0,0,0,0,21.2,4,0,0,1,0,1,0
0,0,1,0,25.55,3,7,0,0,0,1,0
0,0,1,1,20.2,4,6,0,0,1,0,0
0,0,1,0,63.85,3,4,1,0,1,0,0
0,0,1,0,61.95,5,6,1,1,0,1,0
0,0,1,1,25.75,3,6,0,0,0,0,1
0,0,0,0,58.2,4,0,0,0,0,1,0
0,0,0,0,85.85,4,0,1,0,0,1,0
0,0,1,1,104.9,3,9,1,1,0,1,0
0,0,1,0,19.55,5,7,0,1,1,0,0
0,0,0,0,104.0,5,0,1,0,0,0,1
0,0,1,0,104.4,3,7,0,1,0,1,0
0,0,0,0,19.5,3,0,0,0,0,1,0
0,0,1,1,25.25,3,4,0,0,0,0,1
0,0,1,0,49.85,3,8,1,1,0,0,1
0,0,1,0,89.9,3,9,1,0,0,0,1
0,0,1,0,82.0,3,0,1,1,0,0,1
0,0,1,0,79.35,3,2,1,1,0,0,1
0,0,1,0,64.05,4,10,1,0,0,0,1
0,0,1,1,101.15,3,9,0,1,1,0,0
0,0,0,0,39.1,4,0,0,1,0,1,0
0,0,1,0,34.6,4,10,1,0,0,0,1
0,0,1,0,19.55,3,3,0,1,0,1,0
0,0,1,0,70.5,5,2,0,0,1,0,0
0,0,1,1,20.35,3,3,0,0,0,0,1
0,0,1,1,19.45,5,2,0,0,0,0,1
0,0,0,0,69.9,4,0,1,1,1,0,0
0,0,1,0,59.7,5,6,1,0,0,0,1
0,0,1,0,78.35,3,8,0,1,0,1,0
0,0,1,0,45.85,4,3,0,1,0,1,0
0,0,0,0,95.85,4,0,1,1,1,0,0
0,0,1,0,35.7,3,5,1,0,0,0,1
0,0,1,1,24.95,5,9,0,1,0,0,1
0,0,1,0,24.85,3,7,0,0,0,1,0
0,0,1,0,105.35,5,3,1,0,0,0,1
0,0,0,0,19.65,4,0,0,0,0,0,1
0,0,1,1,54.45,4,6,0,1,1,0,0
0,0,0,0,70.5,3,0,1,0,1,0,0
0,0,0,0,20.1,5,0,0,0,0,1,0
0,0,0,0,69.35,3,0,0,1,1,0,0
0,0,1,0,19.8,5,7,0,0,0,1,0
0,0,0,1,51.2,3,0,0,0,1,0,0
0,0,0,0,65.6,3,0,1,0,0,1,0
0,0,0,0,80.55,5,0,1,0,0,1,0
0,0,0,0,52.7,3,0,0,0,0,1,0
0,0,0,0,20.85,5,0,0,0,0,0,1
0,0,1,0,52.15,4,6,0,1,1,0,0
0,0,0,0,114.95,3,0,1,1,0,0,1
0,0,1,0,113.65,3,6,1,1,0,0,1
0,0,0,0,20.6,3,0,0,1,0,0,1
0,0,0,1,49.85,4,0,0,1,1,0,0
0,0,1,0,19.8,5,2,0,0,0,1,0
0,0,0,1,55.9,4,0,0,0,1,0,0
0,0,0,0,85.3,4,0,0,1,1,0,0
0,0,1,1,107.45,4,6,1,0,0,0,1
0,0,1,0,91.3,3,5,1,0,0,0,1
0,0,1,0,85.95,4,2,1,0,0,0,1
0,0,1,1,79.2,4,5,0,1,0,0,1
0,0,0,0,55.5,4,0,0,0,0,0,1
0,0,1,0,90.25,3,4,1,1,1,0,0
0,0,1,0,91.25,3,7,1,1,0,0,1
0,0,1,0,100.9,3,8,0,1,0,1,0
0,0,1,1,97.7,3,9,0,1,1,0,0
0,0,0,0,69.85,5,0,0,1,1,0,0
0,0,1,0,65.6,3,2,1,1,0,1,0
0,0,1,1,104.65,4,1,0,1,0,1,0
0,0,0,0,90.45,5,0,1,1,0,0,1
0,0,0,0,63.7,3,0,1,1,0,0,1
0,0,0,0,20.1,5,0,0,0,0,1,0
0,0,1,1,104.3,5,0,1,1,0,1,0
0,0,1,0,93.25,3,2,1,1,0,0,1
0,0,1,0,73.45,4,10,1,1,0,1,0
0,0,0,0,20.7,5,0,0,0,1,0,0
0,0,1,1,25.25,3,8,0,0,0,0,1
0,0,1,1,100.5,4,5,0,0,0,0,1
0,0,1,1,90.6,5,9,0,0,1,0,0
0,0,1,0,89.4,3,6,1,1,0,0,1
0,0,0,1,20.45,4,0,0,0,0,0,1
0,0,1,1,19.95,4,1,0,1,1,0,0
0,0,1,0,109.15,4,2,1,0,0,1,0
0,0,0,0,94.7,4,0,1,0,0,1,0
0,0,1,1,64.4,3,2,0,0,1,0,0
0,0,1,0,26.8,5,10,0,1,0,1,0
0,0,1,0,66.05,4,1,0,1,0,1,0
0,0,1,1,65.2,3,3,1,0,1,0,0
0,0,0,0,55.8,3,0,0,1,1,0,0
0,0,1,1,19.95,3,0,0,0,0,0,1
0,0,1,1,45.0,3,3,0,0,0,1,0
0,0,1,0,114.9,3,8,1,0,0,0,1
