Probability,Senior Citizen,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Cable,Internet DSL,Internet Fiber Optic,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract Month to Month,Contract One Year,Contract Two Year,Paperless Billing,Bank Withdrawal,Credit Card,Mailed Check,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,CLTV,Satisfaction Score
0.0001,1,1,1,1,1,10,60,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,18.23,11,80.95,4859.1,49.53,0,1093.8,5903.370000000001,6214,4
0.9995,0,0,0,0,0,0,24,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0.0,52,54.15,1240.25,0.0,0,0.0,1240.25,5153,1
0.999,0,1,1,1,1,1,5,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,11.54,19,80.15,385.0,0.0,0,57.7,442.7,5124,1
0.0001,0,1,1,1,1,1,48,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,38.3,85,55.8,2651.2,0.0,0,1838.4,4489.599999999999,3446,4
0.0,0,1,1,3,1,8,64,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,37.47,69,92.85,5980.75,0.0,0,2398.08,8378.83,5206,4
0.0002,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,14,35.3,264.8,0.0,0,0.0,264.8,3463,4
0.0005,0,0,0,0,0,0,70,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,44.57,26,111.95,7795.95,0.0,0,3119.9,10915.85,4182,4
0.0002,0,0,1,2,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34.07,0,20.15,432.5,0.0,0,749.54,1182.04,2722,5
0.0003,0,0,0,0,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.0,2,29.15,110.05,0.0,10,0.0,120.05,2657,4
0.0007,0,0,0,0,0,0,40,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,17.83,27,84.9,3369.05,0.0,0,713.1999999999999,4082.25,2904,4
0.9988,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,13.01,4,55.4,55.4,0.0,0,13.01,68.41,2294,1
0.0067,0,1,0,0,1,8,40,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,39.22,27,80.0,3168.75,41.74,0,1568.8,4695.81,2478,3
0.0003,0,1,1,1,1,5,3,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,23.72,17,80.7,239.45,0.0,0,71.16,310.61,2081,4
0.0003,0,1,1,2,1,8,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5.35,0,26.1,692.55,0.0,0,155.14999999999998,847.6999999999999,2828,3
0.0002,0,1,0,0,1,5,68,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,9.76,15,86.45,5762.95,0.0,150,663.68,6576.63,4480,5
0.0004,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15.48,0,20.45,775.6,0.0,0,634.6800000000001,1410.2800000000002,2839,5
0.0075,0,1,1,1,1,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,25.33,0,19.2,239.0,45.46,0,303.96,497.5,3101,3
0.0001,0,1,1,3,1,8,72,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,22.62,27,66.75,4760.3,0.0,0,1628.64,6388.9400000000005,6063,3
0.0012,0,1,0,0,1,9,9,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,30.07,30,48.6,422.3,20.45,0,270.63,672.48,4562,3
0.9999,0,1,0,0,1,1,28,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,37.66,20,92.35,2602.9,0.0,0,1054.48,3657.38,2990,1
0.2291,0,0,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7.96,0,26.35,378.6,0.0,0,119.4,498.0,2723,3
0.0003,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,17.64,0,20.15,536.35,0.0,0,441.0,977.35,3848,5
0.0003,0,0,0,0,0,0,72,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0.0,10,65.55,4807.45,0.0,0,0.0,4807.45,4266,4
0.0007,0,0,0,0,0,0,43,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,26.55,12,91.65,3954.1,0.0,0,1141.65,5095.75,3826,5
0.0002,0,1,1,3,1,4,62,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,28.64,52,101.15,6638.35,0.0,30,1775.68,8444.03,5735,3
0.0004,0,1,0,0,1,10,17,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,9.22,13,92.6,1579.7,0.0,0,156.74,1736.44,4756,4
0.0008,0,0,0,0,0,0,51,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,34.75,59,81.15,4126.2,0.0,0,1772.25,5898.45,4549,4
0.0004,0,0,0,0,0,0,5,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,8.32,22,64.35,352.65,0.0,0,41.6,394.25,4771,4
0.0003,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,38.41,0,20.7,57.5,0.0,0,115.23,172.73,2011,4
0.0222,1,1,0,0,1,8,67,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,38.47,20,107.05,7142.5,0.0,0,2577.49,9719.99,4126,3
0.0099,0,0,1,1,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,34.24,0,19.75,498.1,0.0,0,821.76,1319.86,2639,3
0.0003,0,1,1,3,1,9,72,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,34.69,59,115.6,8220.4,0.0,140,2497.68,10858.08,5633,3
0.0008,0,1,0,0,1,8,72,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,11.02,17,94.25,6849.75,0.0,100,793.4399999999999,7743.19,6295,4
0.0007,0,1,0,0,1,8,68,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,23.14,21,114.9,7843.55,0.0,0,1573.52,9417.07,5782,3
0.0001,0,1,1,1,1,1,60,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,43.33,28,115.25,6758.45,11.85,0,2599.8,9346.4,5328,5
0.0003,0,1,1,3,1,4,35,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,48.08,53,89.65,3161.6,0.0,40,1682.8,4884.4,2622,3
0.0171,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16.59,0,20.05,267.0,0.0,0,199.08,466.08,4018,3
0.0006,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40.39,0,18.25,534.7,0.0,0,1130.92,1665.62,5327,4
0.0006,0,0,0,0,0,0,35,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0.0,26,49.2,1701.65,0.0,0,0.0,1701.65,2782,4
0.0927,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38.33,24,50.15,50.15,0.0,50,38.33,138.48000000000002,4421,3
0.0003,0,1,0,0,1,5,67,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,22.83,22,65.65,4322.85,0.0,0,1529.61,5852.46,5441,3
0.6505,1,1,0,0,1,1,68,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,47.17,29,105.3,7299.65,0.0,0,3207.56,10507.21,6284,3
0.0002,0,1,1,1,1,5,13,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,19.63,12,54.15,701.05,0.0,0,255.19,956.24,4977,3
0.0007,0,0,0,0,0,0,37,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,17.46,22,100.05,3810.55,0.0,0,646.02,4456.57,2904,5
0.0048,0,1,1,3,1,1,60,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,40.36,76,110.6,6586.85,36.38,80,2421.6,9052.07,5756,3
0.0004,0,1,0,0,1,2,70,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,4.8,41,77.3,5498.2,26.87,0,336.0,5807.33,6252,3
0.0011,0,0,0,0,0,0,40,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,34.49,73,51.1,2092.9,0.0,0,1379.6,3472.5,3355,5
0.0002,0,0,0,0,0,0,37,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,38.43,30,65.6,2313.8,0.0,0,1421.91,3735.71,3183,4
0.0026,0,1,0,0,1,3,14,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,22.14,11,66.6,979.5,0.0,0,309.96000000000004,1289.46,3516,3
0.0163,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26.49,0,19.85,784.25,0.0,0,980.13,1764.38,3408,3
0.0,0,1,1,2,1,2,68,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,21.86,29,103.25,7074.4,0.0,0,1486.48,8560.88,4751,4
0.0009,0,0,0,0,0,0,43,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,24.85,26,115.05,4895.1,10.76,0,1068.55,5952.89,4115,4
0.0241,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,43.19,0,20.95,109.5,0.0,0,259.14,368.64,5554,3
0.0003,1,0,0,0,0,0,30,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,38.61,5,74.75,2111.3,0.0,0,1158.3,3269.6000000000004,3033,4
0.0004,0,0,0,0,0,0,48,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,45.51,27,83.45,3887.85,0.0,0,2184.48,6072.33,4250,4
0.0382,0,1,0,0,1,3,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,46.27,0,19.4,1182.55,0.0,0,2822.4700000000003,4005.02,4221,3
0.0001,0,1,0,0,1,7,36,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.0,23,35.35,1317.95,0.0,0,0.0,1317.95,3314,4
0.0003,1,0,0,0,0,0,46,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,11.93,26,91.3,4126.35,0.0,0,548.78,4675.13,3191,4
0.9986,0,0,1,1,0,0,15,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,3.96,20,99.1,1426.4,0.0,0,59.4,1485.8000000000002,2966,1
0.9992,0,0,0,0,0,0,18,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,35.7,26,96.05,1740.7,0.0,0,642.6,2383.3,5581,1
0.0002,0,1,0,0,1,10,61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20.09,0,24.4,1417.9,0.0,0,1225.49,2643.3900000000003,4900,5
0.6952,1,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.0,15,45.7,198.0,0.0,0,0.0,198.0,3561,3
0.0006,0,0,0,0,0,0,29,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0.0,59,31.2,926.2,0.0,0,0.0,926.2,4761,5
0.002,0,1,0,0,1,6,72,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,42.64,15,90.95,6468.6,0.0,0,3070.08,9538.68,6091,3
0.0004,0,0,0,0,0,0,37,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,45.06,82,100.3,3541.4,0.0,0,1667.22,5208.62,4040,5
0.0064,0,1,0,0,1,3,55,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,23.45,53,77.75,4266.4,0.0,0,1289.75,5556.15,4621,3
0.0003,1,1,1,1,1,7,46,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,20.42,16,110.2,4972.1,0.0,0,939.32,5911.42,4162,3
0.0016,0,0,0,0,0,0,5,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,29.74,42,82.75,417.75,0.0,0,148.7,566.45,5269,4
0.9994,1,0,0,0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,26,28.45,131.05,0.0,0,0.0,131.05,4099,2
0.0003,0,0,0,0,0,0,31,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,19.38,76,101.4,3143.65,0.0,0,600.78,3744.43,2025,4
0.9988,0,0,0,0,0,0,8,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,36.39,7,80.1,679.3,0.0,0,291.12,970.42,5071,1
0.0002,0,1,1,1,1,9,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,32.75,0,25.4,949.8,0.0,0,1146.25,2096.05,5070,3
0.9997,0,1,0,0,1,1,29,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,4.0,48,89.2,2698.35,0.0,0,116.0,2814.35,5292,1
0.9978,0,0,0,0,0,0,45,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,14.12,3,100.85,4740.0,0.0,0,635.4,5375.4,4898,1
0.0004,0,0,1,3,0,0,72,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0.0,71,67.2,4671.7,0.0,0,0.0,4671.7,5592,3
0.7077,0,1,0,0,1,1,34,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,40.78,4,87.45,2874.15,0.0,0,1386.52,4260.67,3358,3
0.0001,0,1,1,1,1,7,14,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,40.22,19,80.9,1152.8,0.0,0,563.0799999999999,1715.88,2563,5
0.0002,0,1,0,0,1,3,48,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1.02,2,100.05,4834.0,37.45,0,48.96,4845.51,3468,5
0.0006,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,47.79,0,19.65,351.55,0.0,0,812.43,1163.98,4774,5
0.0014,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.36,0,23.9,97.5,0.0,0,25.44,122.94,5685,4
0.0,0,1,1,3,1,7,60,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,27.2,21,76.95,4543.95,0.0,0,1632.0,6175.95,5053,4
0.6759,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,23.82,24,74.4,215.8,0.0,0,71.46000000000001,287.26,2054,3
0.0004,0,1,1,3,1,5,38,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,46.27,30,54.5,2076.05,0.0,0,1758.2600000000002,3834.31,5499,3
0.0137,0,0,0,0,0,0,9,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,32.31,24,68.25,576.95,0.0,0,290.79,867.74,4366,3
0.0001,1,1,0,0,1,7,68,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,34.31,15,80.35,5589.3,0.0,0,2333.08,7922.38,5581,4
0.999,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,44.36,58,54.9,54.9,0.0,0,44.36,99.26,2833,1
0.0001,0,1,0,0,1,7,71,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,9.06,30,87.95,6365.35,0.0,0,643.26,7008.610000000001,4278,4
0.0002,0,1,0,0,1,4,32,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,43.11,18,79.25,2619.15,16.96,0,1379.52,3981.71,2735,5
0.0005,0,1,0,0,1,1,65,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,27.69,52,107.65,7082.85,0.0,0,1799.85,8882.7,4193,5
0.0007,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,19.09,30,43.95,85.1,0.0,0,38.18,123.28,4057,5
0.0006,0,1,1,3,1,6,3,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0.0,53,40.3,92.5,0.0,0,0.0,92.5,5651,4
0.0014,0,0,1,1,0,0,12,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,27.07,29,69.85,837.5,0.0,0,324.84000000000003,1162.34,5796,3
0.001,1,0,0,0,0,0,7,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,16.36,28,89.15,574.35,0.0,0,114.52,688.87,2415,5
0.9993,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,33.84,5,69.75,69.75,0.0,0,33.84,103.59,5057,1
0.345,0,0,0,0,0,0,13,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0.0,53,35.1,446.1,0.0,0,0.0,446.1,3104,3
0.9997,1,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,30.25,28,76.05,231.8,0.0,0,90.75,322.55,2930,1
0.0001,0,1,1,2,1,7,66,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,39.45,19,103.15,7031.3,0.0,0,2603.7000000000003,9635.0,4663,4
0.1045,1,1,1,2,1,1,28,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4.71,21,51.0,1381.8,0.0,80,131.88,1593.6799999999998,5195,3
0.9994,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,32.85,53,89.9,89.9,0.0,0,32.85,122.75,5951,1
0.0055,0,1,0,0,1,10,51,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,9.99,5,75.2,3901.25,0.0,0,509.49,4410.74,4708,3
0.0006,1,1,0,0,1,6,72,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,14.75,16,116.75,8277.05,0.0,0,1062.0,9339.05,5098,3
0.0028,0,1,1,2,1,1,68,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.0,19,44.8,2983.65,0.0,0,0.0,2983.65,4112,3
0.9993,1,0,0,0,0,0,8,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1.78,7,74.5,606.55,0.0,0,14.24,620.79,4345,2
0.0001,0,1,1,2,1,5,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15.41,0,19.7,730.4,0.0,0,539.35,1269.75,5636,4
0.0005,0,0,0,0,0,0,40,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,33.83,19,80.75,3208.65,0.0,0,1353.1999999999998,4561.85,2047,4
0.9992,1,0,0,0,0,0,32,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,33.22,9,74.4,2276.95,44.31,0,1063.04,3295.68,2091,1
0.9995,0,0,0,0,0,0,30,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,9.34,8,85.15,2555.9,0.0,0,280.2,2836.1,4417,2
0.0019,0,1,1,3,0,0,35,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,39.11,23,59.45,2136.9,0.0,0,1368.85,3505.75,3682,3
0.0042,0,1,0,0,1,2,57,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0.0,14,49.9,2782.4,0.0,0,0.0,2782.4,5866,3
0.0003,0,0,0,0,0,0,12,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,31.22,12,45.05,523.1,0.0,0,374.64,897.74,5624,4
0.0652,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40.46,0,20.25,20.25,0.0,0,40.46,60.71,5384,3
0.0005,0,0,0,0,0,0,46,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,33.18,3,94.15,4408.45,0.0,0,1526.28,5934.73,3924,5
0.0304,0,1,0,0,1,8,37,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,13.13,58,94.3,3460.95,0.0,0,485.81,3946.76,2615,3
0.0067,0,1,1,2,1,6,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0.0,20,30.25,63.75,0.0,0,0.0,63.75,4387,3
0.0002,0,0,0,0,0,0,52,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0.0,18,63.9,3334.95,0.0,0,0.0,3334.95,5380,4
0.9984,0,1,0,0,1,4,67,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,8.18,3,104.1,7040.85,0.0,0,548.06,7588.91,4857,2
0.9915,1,1,0,0,1,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,17.73,18,79.2,172.85,0.0,0,35.46,208.31,4225,3
0.0001,0,0,0,0,0,0,68,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,20.29,29,76.75,5233.25,0.0,0,1379.72,6612.97,5395,4
0.9991,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17.25,0,19.65,19.65,0.0,0,17.25,36.9,5717,2
0.0002,0,1,0,0,1,1,66,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0.0,29,56.6,3789.2,0.0,0,0.0,3789.2,5500,4
0.6169,1,0,0,0,0,0,10,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,16.85,30,84.6,865.55,0.0,0,168.5,1034.05,3320,3
0.9991,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,45.25,22,70.0,347.4,0.0,10,226.25,583.65,2673,2
0.0009,0,1,1,2,1,1,30,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,16.48,17,66.3,1923.5,0.0,0,494.4,2417.9,4631,3
0.0011,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0.0,13,24.9,24.9,0.0,0,0.0,24.9,5318,4
0.043,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40.25,0,24.85,62.0,0.0,0,80.5,142.5,5983,3
0.0415,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40.74,0,19.85,178.8,0.0,0,366.66,545.46,2788,3
0.0004,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,42.19,29,62.8,62.8,0.0,0,42.19,104.99,2438,5
0.0096,0,0,0,0,0,0,9,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,34.43,51,69.5,653.25,0.0,0,309.87,963.12,3628,3
0.0182,0,0,1,2,0,0,33,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,12,34.05,1113.95,0.0,0,0.0,1113.95,3044,3
0.9995,0,0,0,0,0,0,24,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,32.49,23,90.35,2238.5,0.0,0,779.76,3018.26,5546,1
0.0003,0,0,0,0,0,0,55,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,8.93,26,73.1,4144.9,0.0,0,491.15,4636.049999999999,5832,4
0.0001,0,1,0,0,1,3,71,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,2.43,58,70.85,4973.4,0.0,0,172.53,5145.929999999999,5328,4
0.0006,0,1,1,1,1,3,52,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,16.87,24,85.8,4433.3,0.0,0,877.24,5310.54,5494,3
0.9996,0,0,0,0,0,0,17,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,21.82,23,94.4,1617.5,0.0,0,370.94,1988.44,2825,1
0.9989,0,0,0,0,0,0,12,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,35.8,25,78.3,909.25,0.0,0,429.6,1338.85,3545,1
0.0,0,1,1,3,1,6,23,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,48.73,75,75.3,1702.9,0.0,0,1120.79,2823.69,5903,5
0.9983,0,1,0,0,1,1,67,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,32.15,28,108.75,7156.2,0.0,0,2154.05,9310.25,5516,1
0.0001,0,1,0,0,1,6,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,43.91,0,20.5,1502.25,0.0,0,3161.5199999999995,4663.77,6302,4
0.0007,0,1,0,0,1,1,71,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,3.86,85,104.15,7365.3,0.0,0,274.06,7639.360000000001,5973,4
0.9993,1,1,0,0,1,1,13,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1.47,5,89.05,1169.35,0.0,0,19.11,1188.4599999999998,3861,1
0.0001,0,1,1,3,1,5,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,36.23,0,19.5,1026.35,0.0,0,1992.65,3019.0,5067,4
0.0109,0,0,0,0,0,0,34,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,22.41,13,116.25,3899.05,0.0,0,761.94,4660.99,4022,3
